,book_title,book_recommendation_urls
2741,"Windsor Castle, Book 5","['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/']"
2742,Old Year,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
2743,Romantic,"['https://librivox.org/black-beauty-by-anna-sewell/', 'https://librivox.org/sara-crewe-by-frances-hodgson-burnett/', 'https://librivox.org/rilla-of-ingleside-by-lucy-maud-montgomery/', 'https://librivox.org/embankment-at-night-before-the-war-outcasts-by-d-h-lawrence/', 'https://librivox.org/uncle-remus-by-joel-chandler-harris/']"
2744,Practice of the Presence of God (version 2),"['https://librivox.org/a-calendar-of-sonnets-by-helen-hunt-jackson/', 'https://librivox.org/an-international-episode-by-henry-james/', 'https://librivox.org/domestic-cookery-by-elizabeth-e-lea', 'https://librivox.org/a-personal-anthology-of-shakespeare-compiled-by-martin-clifton/', 'https://librivox.org/country-of-the-pointed-firs-by-sarah-orne-jewett/']"
2745,Report On an Adjudged Case,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
2746,Secret of Everyday Things,"['https://librivox.org/the-western-united-states-by-harold-w-fairbanks', 'https://librivox.org/the-secret-passage-by-fergus-hume/', 'https://librivox.org/poems-by-marianne-moore/', 'https://librivox.org/the-tree-dwellers-by-katharine-e-dopp/', 'https://librivox.org/outline-of-science-volume-1-by-j-arthur-thomson/']"
2747,David Wark Griffith: A Brief Sketch of His Career,"['https://librivox.org/euthyphro-by-plato/', 'https://librivox.org/song-my-paddle-sings-by-e-pauline-johnson/', 'https://librivox.org/us-historical-documents/', 'https://librivox.org/history-of-england-from-the-accession-of-james-ii-volume-2-chapter-07-by-thomas-babington-macaulay/', 'https://librivox.org/the-advance-of-science-in-the-last-half-century-by-t-h-huxley/']"
2748,Devil's Paw,"['https://librivox.org/the-moonstone-by-wilkie-collins/', 'https://librivox.org/the-mountains-of-california-by-john-muir/', 'https://librivox.org/the-sorrows-of-young-werther-by-johann-wolfgang-von-goethe/', 'https://librivox.org/the-scarlet-letter-by-nathaniel-hawthorne/', 'https://librivox.org/carmilla-by-sheridan-lefanu/']"
2749,Borough Treasurer,"['https://librivox.org/an-ideal-husband-by-oscar-wilde/', 'https://librivox.org/flower-of-the-north-by-james-oliver-curwood/', 'https://librivox.org/the-street-of-seven-stars-by-mary-roberts-rinehart/', 'https://librivox.org/the-uttermost-farthing-by-r-austin-freeman/', 'https://librivox.org/the-man-in-lower-ten-by-mary-roberts-rinehart/']"
2750,Murders in the Rue Morgue (version 2),"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
2751,Puck of Pook's Hill (version 2),"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
2752,Last Entry,"['https://librivox.org/discourse-on-the-method-by-rene-descartes/', 'https://librivox.org/the-man-who-knew-too-much-by-g-k-chesterton/', 'https://librivox.org/the-parenticide-club-by-ambrose-bierce/', 'https://librivox.org/the-prince-and-the-pauper-by-mark-twain/', 'https://librivox.org/fairy-tales-by-the-brothers-grimm/']"
2753,Sleeping Fires,"['https://librivox.org/romeo-and-juliet-by-william-shakespeare/', 'https://librivox.org/main-street-by-sinclair-lewis/', 'https://librivox.org/the-moonstone-by-wilkie-collins/', 'https://librivox.org/the-age-of-innocence-by-edith-wharton/', 'https://librivox.org/the-sorrows-of-young-werther-by-johann-wolfgang-von-goethe/', 'https://librivox.org/main-street-by-joyce-kilmer/']"
2754,Glories of Mary,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
2755,"Kalevala, The Land of the Heroes (Kirby translation)","['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/']"
2756,Celtic Twilight,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
2757,New Life (La vita nuova),"['https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/lord-jim-by-joseph-conrad', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/', 'https://librivox.org/beowulf/', 'https://librivox.org/songs-of-innocence-and-experience-by-william-blake/']"
2758,Persians,"['https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/the-eclogues-by-publius-vergilius-maro/', 'https://librivox.org/art-and-heart-by-ella-wheeler-wilcox/', 'https://librivox.org/anne-of-the-island-by-lucy-maud-montgomery/', 'https://librivox.org/secret-chambers-and-hiding-places-by-allan-fea']"
2759,Charmides,"['https://librivox.org/on-the-heavens-by-aristotle/', 'https://librivox.org/on-the-nature-of-the-gods-by-marcus-tullius-cicero/', 'https://librivox.org/physics-by-aristotle/', 'https://librivox.org/the-constitution-of-athens-by-aristotle/', 'https://librivox.org/eudemian-ethics-by-aristotle/']"
2760,Atlantic Narratives: Modern Short Stories; Second Series,"['https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/love-conquers-all-by-robert-benchley/', 'https://librivox.org/reginald-by-saki/', 'https://librivox.org/the-little-lame-prince-by-miss-mulock/']"
2761,Winter Evening,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/']"
2762,"American Crisis aka ""The Crisis""","['https://librivox.org/life-poem-xxi-a-book-by-emily-dickinson/', 'https://librivox.org/the-spy-by-james-fenimore-cooper/', 'https://librivox.org/the-vicar-of-wakefield-by-oliver-goldsmith/', 'https://librivox.org/history-of-england-volume-1-chapter-1/', 'https://librivox.org/dialogue-between-a-methodist-and-a-churchman-by-william-law/', 'https://librivox.org/the-spy-by-richard-harding-davis/']"
2763,Game and the Candle,"['https://librivox.org/childhood-english-trans-by-leo-tolstoy-translated-by-c-j-hogarth/', 'https://librivox.org/peter-pan-version-2/', 'https://librivox.org/a-shropshire-lad-by-ae-housman/', 'https://librivox.org/the-shortstop-by-zane-grey/', 'https://librivox.org/jos-boys-by-louisa-may-alcott/']"
2764,Exiles,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
2765,Songs of the Road,"['https://librivox.org/the-eclogues-by-publius-vergilius-maro/', 'https://librivox.org/cathay-by-ezra-pound/', 'https://librivox.org/songs-of-innocence-and-experience-by-william-blake/', 'https://librivox.org/one-hundred-verses-from-old-japan-by-teika-porter/', 'https://librivox.org/discourse-on-the-method-by-rene-descartes/']"
2766,"Sermons on Several Occasions, Second Series","['https://librivox.org/strange-pages-from-family-papers-by-t-f-thiselton-dyer/', 'https://librivox.org/canyons-of-the-colorado-by-john-wesley-powell/', 'https://librivox.org/a-narrative-of-the-life-of-rev-noah-davis-a-colored-man-by-noah-davis/', 'https://librivox.org/eighty-seven-by-pansy/', 'https://librivox.org/the-old-maids-club-by-israel-zangwill/']"
2767,Buddhist Catechism,"['https://librivox.org/the-pirates-of-penzance-by-william-s-gilbert-and-sir-arthur-sullivan/', 'https://librivox.org/the-golden-goose-book-by-l-leslie-brooke/', 'https://librivox.org/floor-games/', 'https://librivox.org/the-insurrection-in-dublin-by-james-stephens/', 'https://librivox.org/sister-carrie-by-theodore-dreiser/']"
2768,Danger! and Other Stories,"['https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/reginald-by-saki/', 'https://librivox.org/the-adventures-of-sherlock-holmes/', 'https://librivox.org/the-lost-world/']"
2769,Jacob's Room (version 2),"['https://librivox.org/rilla-of-ingleside-by-lucy-maud-montgomery/', 'https://librivox.org/embankment-at-night-before-the-war-outcasts-by-d-h-lawrence/', 'https://librivox.org/from-october-to-brest-litovsk-by-leon-d-trotsky/', 'https://librivox.org/barchester-towers-by-anthony-trollope/', 'https://librivox.org/railway-children-by-e-nesbit/']"
2770,Oscar Wilde: The Story of an Unhappy Friendship,"['https://librivox.org/the-ballad-of-reading-gaol-by-oscar-wilde-ll/', 'https://librivox.org/glugs-of-gosh-by-c-j-dennis/', 'https://librivox.org/an-ideal-husband-by-oscar-wilde/', 'https://librivox.org/the-white-people-by-arthur-machen/', 'https://librivox.org/chronicles-of-canada-volume-6-the-great-intendant-a-chronicle-of-jean-talon-in-canada-1665-1672/']"
2771,Mr Munchausen,"['https://librivox.org/the-faith-of-our-fathers-by-james-cardinal-gibbons/', 'https://librivox.org/wit-and-wisdom-of-chesterton-by-gilbert-k-chesterton/', 'https://librivox.org/junior-classics-volume-5-stories-that-never-grow-old-by-william-patten/', 'https://librivox.org/mr-munchausen-by-john-kendrick-bangs/', 'https://librivox.org/folk-lore-and-legends-russian-and-polish-by-charles-john-tibbits/']"
2772,"Book of Ser Marco Polo, the Venetian, concerning the kingdoms and marvels of the East, volume 2","['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
2773,Vocation of the Scholar,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
2774,Story of the Romans,"['https://librivox.org/poems-every-child-should-know-edited-by-mary-e-burt/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/reginald-by-saki/', 'https://librivox.org/the-little-lame-prince-by-miss-mulock/']"
2775,Short Poetry Collection 170,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
2776,Three Essays by James Freeman Clarke,"['https://librivox.org/the-card-by-arnold-bennett/', 'https://librivox.org/the-warden-by-anthony-trollope/', 'https://librivox.org/thus-spake-zarathustra-by-friedrich-nietzsche/', 'https://librivox.org/life-in-a-thousand-worlds-by-william-shuler-harris/', 'https://librivox.org/buddhism-and-buddhists-in-china-by-lewis-hodus/']"
2777,Little Journeys to the Homes of Famous Women,"['https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/emma-by-jane-austen-solo/', 'https://librivox.org/emma-by-jane-austen-3/']"
2778,Letters from a Farmer in Pennsylvania,"['https://librivox.org/uncle-remus-by-joel-chandler-harris/', 'https://librivox.org/fanny-hill-memoirs-of-a-woman-of-pleasure-by-john-cleland/', 'https://librivox.org/utilitarianism-by-john-stuart-mill/', 'https://librivox.org/the-interesting-narrative-of-the-life-of-olaudah-equiano-by-olaudah-equiano/', 'https://librivox.org/wage-labour-and-capital-by-marx-karl/']"
2779,"Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar (version 2)","['https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/black-beauty-by-anna-sewell/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/our-island-story-part-1-by-he-marshall/', 'https://librivox.org/our-island-story-part-2-by-he-marshall/']"
2780,Post Haste,"['https://librivox.org/beyond-good-and-evil-by-friedrich-nietzsche/', 'https://librivox.org/our-island-story-part-2-by-he-marshall/', 'https://librivox.org/the-innocents-abroad-by-mark-twain/', 'https://librivox.org/three-short-works-by-gustav-flaubert/', 'https://librivox.org/history-of-england-volume-1-chapter-1/']"
2781,Queen of Hearts,"['https://librivox.org/the-shadows-by-george-macdonald/', 'https://librivox.org/the-adventures-of-sally-by-p-g-wodehouse/', 'https://librivox.org/nobodys-boy-by-hector-malot/', 'https://librivox.org/for-treasure-bound-by-harry-collingwood/', 'https://librivox.org/the-ashiel-mystery-a-detective-story-by-mrs-charles-bryce/']"
2782,My Lady of the Chinese Courtyard,"['https://librivox.org/the-amateur-cracksman-by-ew-hornung/', 'https://librivox.org/black-beauty-by-anna-sewell/', 'https://librivox.org/dear-enemy-by-jean-webster/', 'https://librivox.org/sara-crewe-by-frances-hodgson-burnett/', 'https://librivox.org/us-historical-documents/']"
2783,Inspector-General,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
2784,Kitty's Picnic and other Stories,"['https://librivox.org/the-junior-classics-vol-1-by-william-patten/', 'https://librivox.org/poems-every-child-should-know-edited-by-mary-e-burt/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/reginald-by-saki/']"
2785,Caves of Fear,"['https://librivox.org/hist-of-florence-vol-2-by-machiavelli/', 'https://librivox.org/the-family-kitchen-gardener-by-robert-buist/', 'https://librivox.org/a-traveller-in-war-time-by-winston-churchill/', 'https://librivox.org/rain-by-w-somerset-maugham/', 'https://librivox.org/the-offshore-pirate-by-f-scott-fitzgerald/']"
2786,Mysteries of London Vol. I part 2,"['https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/', 'https://librivox.org/wives-and-daughters-by-elizabeth-gaskell/', 'https://librivox.org/ragged-dick-by-horatio-alger-jr/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/the-diary-of-a-nobody-by-george-weedon-grossmith/']"
2787,Love and Mr Lewisham,"['https://librivox.org/beyond-good-and-evil-by-friedrich-nietzsche/', 'https://librivox.org/sadhana-by-rabindranath-tagore/', 'https://librivox.org/pride-and-prejudice-by-jane-austen-solo-project/', 'https://librivox.org/the-innocents-abroad-by-mark-twain/', 'https://librivox.org/three-short-works-by-gustav-flaubert/']"
2788,Twilight Voices,"['https://librivox.org/china-and-the-chinese-by-herbert-allen-giles/', 'https://librivox.org/on-liberty-by-john-stuart-mill/', 'https://librivox.org/the-song-of-wandering-aengus-by-william-butler-yeats/', 'https://librivox.org/the-strange-case-of-dr-jekyll-mr-hyde-by-robert-louis-stevenson/', 'https://librivox.org/the-oresteia-by-aeschylus/']"
2789,Scrawl,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
2790,Submarine Boys on Duty,"['https://librivox.org/tom-swift-and-his-aerial-warship-or-the-naval-terror-of-the-seas-by-victor-appleton/', 'https://librivox.org/the-extermination-of-the-american-bison-by-william-t-hornaday/', 'https://librivox.org/sunshine-sketches-of-a-little-town-by-stephen-leacock-2/', 'https://librivox.org/tales-of-unrest-by-joseph-conrad/', 'https://librivox.org/arcadian-adventures-with-the-idle-rich-by-stephen-leacock/']"
2791,Final Report from the National Commission on the BP Deepwater Horizon Oil Spill and Offshore Drilling,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
2792,Worshipper of the Image,"['https://librivox.org/platos_republic/', 'https://librivox.org/the-trespasser-by-d-h-lawrence/', 'https://librivox.org/mr-wickers-window-version-2-by-carley-dawson/', 'https://librivox.org/eben-holden-a-tale-of-the-north-country-by-irving-bacheller/', 'https://librivox.org/good-sense-by-baron-paul-henri-thiry-dholbach/']"
2793,Policeman Bluejay,"['https://librivox.org/the-trail-of-the-hawk/', 'https://librivox.org/the-desert-by-john-charles-van-dyke/', 'https://librivox.org/blacky-the-crow-by-thornton-w-burgess/', 'https://librivox.org/policeman-bluejay-by-l-frank-baum/', 'https://librivox.org/among-the-night-people-by-clara-dillingham-pierson/']"
2794,Texas Cowboy; Or Fifteen Years on the Hurricane Deck of a Spanish Pony,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/']"
2795,Mother and the Child,"['https://librivox.org/walking-by-henry-david-thoreau/', 'https://librivox.org/the-montessori-method-by-maria-montessori/', 'https://librivox.org/flood-by-emile-zola/', 'https://librivox.org/karawane-by-hugo-ball/', 'https://librivox.org/short-nonfiction-collection-vol-021-by-various/', 'https://librivox.org/the-flood-by-john-clare/']"
2796,Metamorphosis (version 3),"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
2797,"Clansman, An Historical Romance of the Ku Klux Klan","['https://librivox.org/the-four-million-by-o-henry/', 'https://librivox.org/the-song-of-songs-by-solomon/', 'https://librivox.org/us-historical-documents/', 'https://librivox.org/more-goops-and-how-not-to-be-them-by-gelett-burgess/', 'https://librivox.org/the-awakening-by-kate-chopin/']"
2798,In The Days of Giants,"['https://librivox.org/what-men-live-by-and-other-tales-by-leo-tolstoy/', 'https://librivox.org/the-key-of-gold-23-czech-folk-tales-translated-by-joseph-baudis/', 'https://librivox.org/the-jungle-book-by-rudyard-kipling/', 'https://librivox.org/peter-pan-version-2/', 'https://librivox.org/alices-adventures-in-wonderland-by-lewis-carroll-3/']"
2799,Passenger from Calais,"['https://librivox.org/my-life-on-the-plains-by-gen-george-a-custer/', 'https://librivox.org/army-letters-from-an-officers-wife-1871-1888-by-frances-m-a-roe/', 'https://librivox.org/a-mysterious-disappearance-by-louis-tracy/', 'https://librivox.org/desperate-remedies-by-thomas-hardy/', 'https://librivox.org/the-road-to-oz-by-l-frank-baum-2/']"
2800,Sword of Deborah,"['https://librivox.org/around-the-world-in-seventy-two-days-by-nellie-bly/', 'https://librivox.org/rilla-of-ingleside-by-lucy-maud-montgomery/', 'https://librivox.org/embankment-at-night-before-the-war-outcasts-by-d-h-lawrence/', 'https://librivox.org/from-october-to-brest-litovsk-by-leon-d-trotsky/', 'https://librivox.org/the-riddle-of-the-sands-by-erskine-childers/']"
2801,"Lives of the Most Eminent Painters, Sculptors and Architects Vol 2","['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
2802,Scarecrow of Oz (version 2),"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
2803,Letters of a Portuguese Nun,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/the-truth-about-jesus-is-he-a-myth-by-m-m-mangasarian/', 'https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/a-girl-of-the-limberlost-by-gene-stratton-porter/']"
2804,International Short Stories Volume 2: English Stories,"['https://librivox.org/mother-goose-in-prose-by-l-frank-baum/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/a-journey-to-the-interior-of-the-earth-by-jules-verne/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/']"
2805,Armourer's Prentices,"['https://librivox.org/the-longest-journey-by-e-m-forster/', 'https://librivox.org/the-mill-on-the-floss-by-george-eliot/', 'https://librivox.org/the-mysterious-stranger-and-other-stories-by-mark-twain/', 'https://librivox.org/the-praise-of-folly-by-erasmus/', 'https://librivox.org/parnassus-on-wheels-by-christopher-morley/']"
2806,Morals of Marcus Ordeyne,"['https://librivox.org/daddy-long-legs-by-jean-webster/', 'https://librivox.org/sara-crewe-by-frances-hodgson-burnett/', 'https://librivox.org/the-death-of-ivan-ilyitch-by-leo-tolstoy/', 'https://librivox.org/little-wars-by-hg-wells/', 'https://librivox.org/thurley-ruxton-by-philip-verrill-mighels/']"
2807,Somme Battle Stories,"['https://librivox.org/the-art-of-war-by-sun-tzu/', 'https://librivox.org/rilla-of-ingleside-by-lucy-maud-montgomery/', 'https://librivox.org/embankment-at-night-before-the-war-outcasts-by-d-h-lawrence/', 'https://librivox.org/from-october-to-brest-litovsk-by-leon-d-trotsky/', 'https://librivox.org/us-historical-documents/']"
2808,Talking Horse And Other Stories,"['https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/poems-every-child-should-know-edited-by-mary-e-burt/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/reginald-by-saki/']"
2809,"Doctor, his Wife, and the Clock","['https://librivox.org/the-home-and-the-world-by-rabindranath-tagore/', 'https://librivox.org/kidnapped-by-robert-louis-stevenson/', 'https://librivox.org/east-lynne-by-mrs-henry-wood/', 'https://librivox.org/varney-the-vampyre-vol-2-by-t-p-prest/', 'https://librivox.org/varney-the-vampyre-vol-3-by-t-p-prest/']"
2810,Study In Scarlet (version 5),"['https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/spirits-in-bondage-by-cs-lewis/', 'https://librivox.org/poetics-by-aristotle/', 'https://librivox.org/ecclesiastes-asv-book-21-of-the-holy-scriptures/', 'https://librivox.org/the-adventures-of-sherlock-holmes/']"
2811,Lysis,"['https://librivox.org/frenzied-fiction-by-stephen-leacock/', 'https://librivox.org/the-shortstop-by-zane-grey/', 'https://librivox.org/sister-carrie-by-theodore-dreiser/', 'https://librivox.org/plutarchs_parallel_lives_vol_1/', 'https://librivox.org/parallel-lives-of-the-noble-greeks-and-romans-vol-2-by-lucius-mestrius-plutarchus/']"
2812,Blue Bird for Children,"['https://librivox.org/twas-the-night-before-christmas-by-clement-c-moore/', 'https://librivox.org/hans-brinker-or-the-silver-skates-by-mary-mapes-dodge/', 'https://librivox.org/the-montessori-method-by-maria-montessori/', 'https://librivox.org/the-mayor-of-casterbridge-by-thomas-hardy/', 'https://librivox.org/the-tree-dwellers-by-katharine-e-dopp/']"
2813,Letters to Dead Authors,"['https://librivox.org/dear-enemy-by-jean-webster/', 'https://librivox.org/time-and-the-gods-by-lord-dunsany/', 'https://librivox.org/the-middle-temple-murder-by-js-fletcher/', 'https://librivox.org/personal-collection-of-short-tales-compiled-by-carmie/', 'https://librivox.org/the-lilac-fairy-book-edited-by-andrew-lang/']"
2814,Yoga Sutras of Patanjali: The Book of the Spiritual Man (version 3),"['https://librivox.org/a-portrait-of-the-artist-as-a-young-man-by-james-joyce/', 'https://librivox.org/can-you-forgive-her-by-anthony-trollope/', 'https://librivox.org/heretics-by-g-k-chesterton/', 'https://librivox.org/heroes-of-the-middle-ages-by-eva-march-tappan/', 'https://librivox.org/epistle_polycarp_philippians/']"
2815,Wrecker,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
2816,To Sleep,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
2817,Eighteen Months' Imprisonment,"['https://librivox.org/the-golden-dream-by-rm-ballantyne/', 'https://librivox.org/the-angel-of-terror-by-edgar-wallace/', 'https://librivox.org/historic-newspaper-articles-volume-2/', 'https://librivox.org/greener-than-you-think-by-ward-moore/', 'https://librivox.org/the-right-way-to-do-wrong-by-harry-houdini/']"
2818,Jesus Himself,"['https://librivox.org/absolute-surrender-by-andrew-murray/', 'https://librivox.org/orthodoxy-by-gk-chesterton/', 'https://librivox.org/pollyanna-grows-up-by-eleanor-h-porter/', 'https://librivox.org/the-school-of-obedience-by-andrew-murray/', 'https://librivox.org/the-white-linen-nurse-by-eleanor-hallowell-abbott/']"
